,title,pcom
2013,Wallace & Gromit: The Curse of the Were-Rabbit,Aardman Animations
2013,Wallace & Gromit: The Curse of the Were-Rabbit,DreamWorks Animation
2014,"Dude, Where's My Car?",Twentieth Century Fox
2014,"Dude, Where's My Car?",Alcon Entertainment
2015,Lilo & Stitch,Walt Disney Pictures
2015,Lilo & Stitch,Walt Disney Animation Studios
2015,Lilo & Stitch,Walt Disney Feature Animation Florida
2016,Rear Window,Alfred J. Hitchcock Productions
2017,Abraham Lincoln: Vampire Hunter,Abraham Productions
2017,Abraham Lincoln: Vampire Hunter,Bazelevs Production
2017,Abraham Lincoln: Vampire Hunter,Genre Films
2018,The Other Guys,Columbia Pictures
2018,The Other Guys,Gary Sanchez Productions
2018,The Other Guys,Mosaic
2019,Harry Potter and the Chamber of Secrets,Warner Bros.
2019,Harry Potter and the Chamber of Secrets,Heyday Films
2019,Harry Potter and the Chamber of Secrets,1492 Pictures
2020,The Way Way Back,Sycamore Pictures
2020,The Way Way Back,The Walsh Company
2020,The Way Way Back,MWM Studios
2021,"I, Robot",Twentieth Century Fox
2021,"I, Robot",Mediastream Vierte Film GmbH & Co. Vermarktungs KG
2021,"I, Robot",Davis Entertainment
2022,The Accountant,Warner Bros.
2022,The Accountant,Electric City Entertainment
2022,The Accountant,Hurwitz Creative
2023,Deadpool,Twentieth Century Fox
2023,Deadpool,Marvel Entertainment
2023,Deadpool,Kinberg Genre
2024,The Lighthouse,A24
2024,The Lighthouse,Maiden Voyage Pictures
2024,The Lighthouse,New Regency Productions
2025,The Texas Chain Saw Massacre,Vortex
2026,King Kong.1,Universal Pictures
2026,King Kong.1,WingNut Films
2026,King Kong.1,Big Primate Pictures
2027,North by Northwest,Metro-Goldwyn-Mayer (MGM)
2028,Miss Congeniality,Castle Rock Entertainment
2028,Miss Congeniality,Village Roadshow Pictures
2028,Miss Congeniality,NPV Entertainment
2029,The Exorcism of Emily Rose,Screen Gems
2029,The Exorcism of Emily Rose,Lakeshore Entertainment
2029,The Exorcism of Emily Rose,Firm Films
2030,Cloudy with a Chance of Meatballs,Columbia Pictures
2030,Cloudy with a Chance of Meatballs,Sony Pictures Animation
2031,The Perfect Storm,Warner Bros.
2031,The Perfect Storm,Baltimore Spring Creek Productions
2031,The Perfect Storm,Radiant Productions
2032,Resident Evil: Afterlife,Constantin Film
2032,Resident Evil: Afterlife,Davis Films
2032,Resident Evil: Afterlife,Impact Pictures
2033,Little Women.1,Columbia Pictures
2033,Little Women.1,New Regency Productions
2033,Little Women.1,Pascal Pictures
2034,The Visit,Blinding Edge Pictures
2034,The Visit,Blumhouse Productions
2034,The Visit,Neighborhood Film Co.
2035,Fury,Columbia Pictures
2035,Fury,QED International
2035,Fury,LStar Capital
2036,Big,Twentieth Century Fox
2036,Big,Gracie Films
2036,Big,American Entertainment Partners II L.P.
2037,Despicable Me 3,Illumination Entertainment
2037,Despicable Me 3,Universal Pictures
2038,The Game,Polygram Filmed Entertainment
2038,The Game,Propaganda Films
2038,The Game,A&B Producoes
2038,The Game,Lda.
2039,Grown Ups,Columbia Pictures
2039,Grown Ups,Relativity Media
2039,Grown Ups,Happy Madison Productions
2040,Antichrist,Zentropa Entertainments
2040,Antichrist,Zentropa International Köln
2040,Antichrist,Slot Machine
2041,Sleepy Hollow,Paramount Pictures
2041,Sleepy Hollow,Mandalay Pictures
2041,Sleepy Hollow,Scott Rudin Productions
2042,The Fighter,Closest to the Hole Productions
2042,The Fighter,Fighter
2042,The Fighter,Mandeville Films
2043,The Godfather: Part III,Paramount Pictures
2043,The Godfather: Part III,Zoetrope Studios
2044,Mean Girls,Paramount Pictures
2044,Mean Girls,M.G. Films
2044,Mean Girls,Broadway Video
2045,Nobody,87North
2045,Nobody,Dentsu
2045,Nobody,Eighty Two Films
2046,American Made,Cross Creek Pictures
2046,American Made,Imagine Entertainment
2046,American Made,Quadrant Pictures
2047,Remember the Titans,Jerry Bruckheimer Films
2047,Remember the Titans,Run It Up Productions Inc.
2047,Remember the Titans,Technical Black
2048,Neighbors 2: Sorority Rising,Universal Pictures
2048,Neighbors 2: Sorority Rising,Perfect World Pictures
2048,Neighbors 2: Sorority Rising,Point Grey Pictures
2049,Scott Pilgrim vs. the World,Universal Pictures
2049,Scott Pilgrim vs. the World,Marc Platt Productions
2049,Scott Pilgrim vs. the World,Big Talk Productions
2050,Terminator 2: Judgment Day,Carolco Pictures
2050,Terminator 2: Judgment Day,Pacific Western
2050,Terminator 2: Judgment Day,Lightstorm Entertainment
2051,Æon Flux,Paramount Pictures
2051,Æon Flux,Lakeshore Entertainment
2051,Æon Flux,Valhalla Motion Pictures
2052,Snow White and the Seven Dwarfs,Walt Disney Productions
2053,Step Brothers,Columbia Pictures
2053,Step Brothers,Relativity Media
2053,Step Brothers,Apatow Productions
2054,The Predator,Twentieth Century Fox
2054,The Predator,Davis Entertainment
2054,The Predator,TSG Entertainment
2055,Argo,Warner Bros.
2055,Argo,GK Films
2055,Argo,Smokehouse Pictures
2056,Wild Wild West,Peters Entertainment
2056,Wild Wild West,Sonnenfeld Josephson Worldwide Entertainment
2056,Wild Wild West,Todman
2056,Wild Wild West,Simon
2056,Wild Wild West,LeMasters Productions
2057,Anchorman: The Legend of Ron Burgundy,Dreamworks Pictures
2057,Anchorman: The Legend of Ron Burgundy,Apatow Productions
2057,Anchorman: The Legend of Ron Burgundy,Herzog-Cowen Entertainment
2058,This Means War,Overbrook Entertainment
2058,This Means War,Robert Simonds Productions
2058,This Means War,Dune Entertainment
2059,Dial M for Murder,Warner Bros.
2060,Taxi Driver,Columbia Pictures
2060,Taxi Driver,Columbia Pictures
2060,Taxi Driver,Bill/Phillips
2061,First Man,Universal Pictures
2061,First Man,Dreamworks Pictures
2061,First Man,Perfect World Pictures
2062,Lost in Translation,Focus Features
2062,Lost in Translation,Tohokushinsha Film Corporation (TFC)
2062,Lost in Translation,American Zoetrope
2063,The Promise,Babieka
2063,The Promise,Survival Pictures
2063,The Promise,Wonderful Films
2064,The Edge of Seventeen,Gracie Films
2064,The Edge of Seventeen,Huayi Brothers Media
2064,The Edge of Seventeen,Robert Simonds Productions
2065,Blood Diamond,Warner Bros.
2065,Blood Diamond,Virtual Studios
2065,Blood Diamond,Spring Creek Productions
2066,Run Lola Run,X-Filme Creative Pool
2066,Run Lola Run,Arte Deutschland TV
2066,Run Lola Run,Westdeutscher Rundfunk (WDR)
2067,Amores perros,Altavista Films
2067,Amores perros,Zeta Film
2068,Finding Neverland,Miramax
2068,Finding Neverland,FilmColony
2068,Finding Neverland,Keylight Productions
2069,The Waterboy,Robert Simonds Productions
2069,The Waterboy,Touchstone Pictures
2069,The Waterboy,Waterboy Productions
2070,Into the Wild,Paramount Vantage
2070,Into the Wild,Art Linson Productions
2070,Into the Wild,Into the Wild
2071,Deadpool 2,Twentieth Century Fox
2071,Deadpool 2,Marvel Entertainment
2071,Deadpool 2,Kinberg Genre
2072,The Divergent Series: Insurgent,Summit Entertainment
2072,The Divergent Series: Insurgent,Red Wagon Entertainment
2072,The Divergent Series: Insurgent,Mandeville Films
2073,Monster,Media 8 Entertainment
2073,Monster,Newmarket Films
2073,Monster,DEJ Productions
2074,American Sniper,Warner Bros.
2074,American Sniper,Village Roadshow Pictures
2074,American Sniper,RatPac-Dune Entertainment
2075,Jennifer's Body,Fox Atomic
2075,Jennifer's Body,Dune Entertainment
2076,Home Alone 2: Lost in New York,Twentieth Century Fox
2076,Home Alone 2: Lost in New York,Hughes Entertainment
2077,Scream 4,Dimension Films
2077,Scream 4,Corvus Corax Productions
2077,Scream 4,Outerbanks Entertainment
2078,The Apartment,The Mirisch Corporation
2079,X-Men: Days of Future Past,Twentieth Century Fox
2079,X-Men: Days of Future Past,Marvel Entertainment
2079,X-Men: Days of Future Past,TSG Entertainment
2080,Promising Young Woman,FilmNation Entertainment
2080,Promising Young Woman,Focus Features
2080,Promising Young Woman,LuckyChap Entertainment
2081,The Theory of Everything,Working Title Films
2081,The Theory of Everything,Dentsu Motion Pictures
2081,The Theory of Everything,Fuji Television Network
2082,Before Sunrise,Castle Rock Entertainment
2082,Before Sunrise,Detour Filmproduction
2082,Before Sunrise,Filmhaus Wien Universa Filmproduktions
2083,My Big Fat Greek Wedding,Alliance Cinema
2083,My Big Fat Greek Wedding,Gold Circle Films
2083,My Big Fat Greek Wedding,Home Box Office (HBO)
2084,Snow White and the Huntsman,Roth Films
2084,Snow White and the Huntsman,Universal Pictures
2085,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox 2000 Pictures
2085,The Chronicles of Narnia: The Voyage of the Dawn Treader,Walden Media
2085,The Chronicles of Narnia: The Voyage of the Dawn Treader,A Film Location Company
2086,Underworld: Rise of the Lycans,Screen Gems
2086,Underworld: Rise of the Lycans,Lakeshore Entertainment
2086,Underworld: Rise of the Lycans,Lakeshore Entertainment
2087,Cliffhanger,Carolco Pictures
2087,Cliffhanger,Canal+
2087,Cliffhanger,Pioneer
2088,2 Fast 2 Furious,Universal Pictures
2088,2 Fast 2 Furious,Original Film
2088,2 Fast 2 Furious,Mikona Productions GmbH & Co. KG
2089,Match Point,BBC Films
2089,Match Point,Thema Production
2089,Match Point,Jada Productions
2090,Chef,Aldamisa Entertainment
2090,Chef,Fairview Entertainment
2090,Chef,Kilburn Media
2091,Interstellar,Paramount Pictures
2091,Interstellar,Warner Bros.
2091,Interstellar,Legendary Entertainment
2092,The Vow,Screen Gems
2092,The Vow,Spyglass Entertainment
2093,Fast & Furious 6,Universal Pictures
2093,Fast & Furious 6,Relativity Media
2093,Fast & Furious 6,Original Film
2094,Corpse Bride,Warner Bros.
2094,Corpse Bride,Tim Burton Productions
2094,Corpse Bride,Laika Entertainment
2095,The Last Airbender,Paramount Pictures
2095,The Last Airbender,Nickelodeon Movies
2095,The Last Airbender,Blinding Edge Pictures
2096,Back to the Future Part III,Universal Pictures
2096,Back to the Future Part III,Amblin Entertainment
2096,Back to the Future Part III,U-Drive Productions
2097,Fantastic Four,Twentieth Century Fox
2097,Fantastic Four,Constantin Film
2097,Fantastic Four,Marvel Enterprises
2098,Don Jon,Voltage Pictures
2098,Don Jon,hitRECord
2098,Don Jon,HitRecord Films
2099,Paul,Universal Pictures
2099,Paul,Relativity Media
2099,Paul,Working Title Films
2100,Edge of Tomorrow,Warner Bros.
2100,Edge of Tomorrow,Village Roadshow Pictures
2100,Edge of Tomorrow,RatPac-Dune Entertainment
2101,Wonder Woman,Warner Bros.
2101,Wonder Woman,Atlas Entertainment
2101,Wonder Woman,Cruel & Unusual Films
2102,The Mechanic,CBS Films
2102,The Mechanic,Millennium Films
2102,The Mechanic,Chartoff-Winkler Productions
2103,The Purge: Anarchy,Universal Pictures
2103,The Purge: Anarchy,Platinum Dunes
2103,The Purge: Anarchy,Blumhouse Productions
2104,Marley & Me,Fox 2000 Pictures
2104,Marley & Me,New Regency Productions
2104,Marley & Me,Sunswept Entertainment
2105,The Expendables 2,Lionsgate
2105,The Expendables 2,Millennium Films
2105,The Expendables 2,Nu Image Entertainment GmbH
2106,Awakenings,Columbia Pictures
2106,Awakenings,Parkes/Lasker productions
2107,My Best Friend's Wedding,TriStar Pictures
2107,My Best Friend's Wedding,Zucker Brothers Productions
2107,My Best Friend's Wedding,Predawn Productions
2108,Flags of Our Fathers,Dreamworks Pictures
2108,Flags of Our Fathers,Warner Bros.
2108,Flags of Our Fathers,Amblin Entertainment
2109,The Hours,Paramount Pictures
2109,The Hours,Miramax
2109,The Hours,Scott Rudin Productions
2110,Hercules,Paramount Pictures
2110,Hercules,Metro-Goldwyn-Mayer (MGM)
2110,Hercules,Flynn Picture Company
2111,Blade Runner 2049,Alcon Entertainment
2111,Blade Runner 2049,Columbia Pictures
2111,Blade Runner 2049,Sony
2112,Blue Velvet,De Laurentiis Entertainment Group (DEG)
2113,The Addams Family,Orion Pictures
2113,The Addams Family,Paramount Pictures
2113,The Addams Family,Scott Rudin Productions
2114,End of Watch,Exclusive Media Group
2114,End of Watch,Emmett/Furla/Oasis Films (EFO Films)
2114,End of Watch,Hedge Fund Film Partners
2115,Tears of the Sun,Cheyenne Enterprises
2115,Tears of the Sun,Michael Lobell Productions
2115,Tears of the Sun,Revolution Studios
2116,A Million Ways to Die in the West,Bluegrass Films
2116,A Million Ways to Die in the West,Fuzzy Door Productions
2116,A Million Ways to Die in the West,Media Rights Capital (MRC)
2117,The Great Dictator,Charles Chaplin Productions
2118,American Gangster,Universal Pictures
2118,American Gangster,Imagine Entertainment
2118,American Gangster,Relativity Media
2119,Surrogates,Touchstone Pictures
2119,Surrogates,Mandeville Films
2119,Surrogates,Top Shelf Productions
2120,Searching,Screen Gems
2120,Searching,Stage 6 Films
2120,Searching,Bazelevs Production
2121,Fantastic 4: Rise of the Silver Surfer,Twentieth Century Fox
2121,Fantastic 4: Rise of the Silver Surfer,Constantin Film
2121,Fantastic 4: Rise of the Silver Surfer,Marvel Studios
2122,School of Rock,Paramount Pictures
2122,School of Rock,Scott Rudin Productions
2122,School of Rock,MFP Munich Film Partners GmbH & Company I. Produktions KG
2123,Tombstone,Hollywood Pictures
2123,Tombstone,Cinergi Pictures Entertainment
2123,Tombstone,Alphaville Films
2124,Elf,New Line Cinema
2124,Elf,Guy Walks into a Bar Productions
2124,Elf,Gold/Miller Productions
2125,National Lampoon's Christmas Vacation,Warner Bros.
2125,National Lampoon's Christmas Vacation,Hughes Entertainment
2125,National Lampoon's Christmas Vacation,National Lampoon
2126,The Great Wall,Legendary East
2126,The Great Wall,Atlas Entertainment
2126,The Great Wall,China Film Group Corporation (CFGC)
2127,Miss Peregrine's Home for Peculiar Children,Twentieth Century Fox
2127,Miss Peregrine's Home for Peculiar Children,Chernin Entertainment
2127,Miss Peregrine's Home for Peculiar Children,TSG Entertainment
2128,About a Boy,Universal Pictures
2128,About a Boy,StudioCanal
2128,About a Boy,Tribeca Productions
2129,Juno,Fox Searchlight Pictures
2129,Juno,Mandate Pictures
2129,Juno,Mr. Mudd
2130,Rush Hour 2,New Line Cinema
2130,Rush Hour 2,Roger Birnbaum Productions
2130,Rush Hour 2,Salon Films
2131,The Hunger Games,Lionsgate
2131,The Hunger Games,Color Force
2132,The Help,DreamWorks
2132,The Help,Dreamworks Pictures
2132,The Help,Reliance Film & Entertainment
2133,Hitch,Columbia Pictures
2133,Hitch,Overbrook Entertainment
2134,Justice League,Warner Bros.
2134,Justice League,RatPac Entertainment
2134,Justice League,DC Entertainment
2135,The Town,Warner Bros.
2135,The Town,Legendary Entertainment
2135,The Town,GK Films
2136,27 Dresses,Fox 2000 Pictures
2136,27 Dresses,Spyglass Entertainment
2136,27 Dresses,Dune Entertainment III
2137,Spider-Man: Far from Home,Columbia Pictures
2137,Spider-Man: Far from Home,Pascal Pictures
2137,Spider-Man: Far from Home,Marvel Studios
2138,The Kid,Charles Chaplin Productions
2139,The Italian Job,Paramount Pictures
2139,The Italian Job,De Line Pictures
2139,The Italian Job,Mestiere Cinema
2140,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Everyman Pictures
2140,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Dune Entertainment
2140,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Major Studio Partners
2141,Yes Man,Warner Bros.
2141,Yes Man,Village Roadshow Pictures
2141,Yes Man,Heyday Films
2142,The Age of Adaline,Lakeshore Entertainment
2142,The Age of Adaline,Lionsgate
2142,The Age of Adaline,Sidney Kimmel Entertainment
2143,The Internship,Twentieth Century Fox
2143,The Internship,New Regency Productions
2143,The Internship,Wild West Picture Show Productions
2144,Escape Plan,Summit Entertainment
2144,Escape Plan,Mark Canton Productions
2144,Escape Plan,Emmett/Furla/Oasis Films (EFO Films)
2145,Bee Movie,DreamWorks Animation
2145,Bee Movie,Columbus 81 Productions
2145,Bee Movie,Pacific Data Images (PDI)
2146,A Knight's Tale,Columbia Pictures
2146,A Knight's Tale,Escape Artists
2146,A Knight's Tale,Finestkind
2147,Parasite,CJ Entertainment
2147,Parasite,Barunson E&A
2148,Jumper,Twentieth Century Fox
2148,Jumper,New Regency Productions
2148,Jumper,New Regency Productions
2149,One Hour Photo,Fox Searchlight Pictures
2149,One Hour Photo,Catch 23 Entertainment
2149,One Hour Photo,Killer Films
2150,Captain America: Civil War,Marvel Studios
2150,Captain America: Civil War,Vita-Ray Dutch Productions (III)
2150,Captain America: Civil War,Studio Babelsberg
2151,Pride & Prejudice,Focus Features
2151,Pride & Prejudice,Universal Pictures
2151,Pride & Prejudice,StudioCanal
2152,PK,Rajkumar Hirani Films
2152,PK,Vinod Chopra Productions
2153,Annie Hall,Jack Rollins & Charles H. Joffe Productions
2153,Annie Hall,Rollins-Joffe Productions
2154,Alice in Wonderland,Walt Disney Productions
2155,Live Free or Die Hard,Twentieth Century Fox
